img_name,url
/data/RTR/images/bottom/KPL62.jpg,http://www.renttherunway.com/shop/designers/the_kooples/faux_leather_lace_up_pants
/data/RTR/images/bottom/AMO3.jpg,http://www.renttherunway.com/shop/designers/amo/bella_jeans
/data/RTR/images/bottom/AX95.jpg,http://www.renttherunway.com/shop/designers/alexis/julless_ruffle_long_pants_in_black
/data/RTR/images/bottom/RM145.jpg,http://www.renttherunway.com/shop/designers/rebecca_minkoff/camilla_button_skirt
/data/RTR/images/bottom/RRY31.jpg,http://www.renttherunway.com/shop/designers/rachel_rachel_roy/zuma_pull_on_pants
/data/RTR/images/bottom/SW576.jpg,http://www.renttherunway.com/shop/designers/slate__willow/faux_suede_flare_skirt
/data/RTR/images/bottom/AX103.jpg,http://www.renttherunway.com/shop/designers/alexis/light_blue_gingham_imari_skirt
/data/RTR/images/bottom/ML239.jpg,http://www.renttherunway.com/shop/designers/milly/pink_seersucker_pant_with_tie_belt
/data/RTR/images/bottom/ML277.jpg,http://www.renttherunway.com/shop/designers/milly/plaid_asymmetric_wrap_skirt
/data/RTR/images/bottom/FTW28.jpg,http://www.renttherunway.com/shop/designers/fifteen_twenty/relaxed_pants
/data/RTR/images/bottom/EJ55.jpg,http://www.renttherunway.com/shop/designers/elizabeth_and_james/black_perla_skirt
/data/RTR/images/bottom/DVF194.jpg,http://www.renttherunway.com/shop/designers/diane_von_furstenberg/patch_pocket_mini_skirt
/data/RTR/images/bottom/TB275.jpg,http://www.renttherunway.com/shop/designers/tibi/mercer_knit_skirt
/data/RTR/images/bottom/MAR66.jpg,http://www.renttherunway.com/shop/designers/marni/high_waisted_flare_pants
/data/RTR/images/bottom/MAR24.jpg,http://www.renttherunway.com/shop/designers/marni/denim_asymmetrical_skirt
/data/RTR/images/bottom/CAS106.jpg,http://www.renttherunway.com/shop/designers/cinq_a_sept/vega_pants
/data/RTR/images/bottom/ML201.jpg,http://www.renttherunway.com/shop/designers/milly/denim_gathered_kori_skirt
/data/RTR/images/bottom/TB267.jpg,http://www.renttherunway.com/shop/designers/tibi/renzo_print_skirt
/data/RTR/images/bottom/TB292.jpg,http://www.renttherunway.com/shop/designers/tibi/elliot_check_wrap_skirt
/data/RTR/images/bottom/HA326.jpg,http://www.renttherunway.com/shop/designers/halston_heritage/grey_wrap_front_pants
/data/RTR/images/bottom/LAV6.jpg,http://www.renttherunway.com/shop/designers/la_vie_rebecca_taylor/light_denim_with_patches__anais
/data/RTR/images/bottom/JE103.jpg,http://www.renttherunway.com/shop/designers/joie/hajar_pants
/data/RTR/images/bottom/DLM36.jpg,http://www.renttherunway.com/shop/designers/derek_lam/open_sku
/data/RTR/images/bottom/TB295.jpg,http://www.renttherunway.com/shop/designers/tibi/anson_cropped_button_pants
/data/RTR/images/bottom/VA7.jpg,http://www.renttherunway.com/shop/designers/victor_alfaro/flat_front_boot_cut_pants
/data/RTR/images/bottom/DLD12.jpg,http://www.renttherunway.com/shop/designers/dl1961/emma_maternity_low_rise_skinny_jeans
/data/RTR/images/bottom/MS67.jpg,http://www.renttherunway.com/shop/designers/missoni/zig_zag_knit_trousers
/data/RTR/images/bottom/BL33.jpg,http://www.renttherunway.com/shop/designers/bailey_44/black_tea_length_trumpet_skirt
/data/RTR/images/bottom/MRW43.jpg,http://www.renttherunway.com/shop/designers/marissa_webb/oliver_print_skirt
/data/RTR/images/bottom/AX93.jpg,http://www.renttherunway.com/shop/designers/alexis/black_lolette_pants
/data/RTR/images/bottom/ADM7.jpg,http://www.renttherunway.com/shop/designers/aldomartins/fruit_printed_midi_skirt
/data/RTR/images/bottom/CLUB23.jpg,http://www.renttherunway.com/shop/designers/club_monaco/shashah_skirt
/data/RTR/images/bottom/TYB138.jpg,http://www.renttherunway.com/shop/designers/tory_burch/printed_maxi_skirt
/data/RTR/images/bottom/PSWL13.jpg,http://www.renttherunway.com/shop/designers/proenza_schouler_white_label/denim_folded_skirt
/data/RTR/images/bottom/PGE12.jpg,http://www.renttherunway.com/shop/designers/paige/mayslie_joggers
/data/RTR/images/bottom/CLUB21.jpg,http://www.renttherunway.com/shop/designers/club_monaco/mairead_skirt
/data/RTR/images/bottom/FLN24.jpg,http://www.renttherunway.com/shop/designers/flynn_skye/ciao_skirt
/data/RTR/images/bottom/RB59.jpg,http://www.renttherunway.com/shop/designers/rag__bone/stratten_pants
/data/RTR/images/bottom/ASR40.jpg,http://www.renttherunway.com/shop/designers/astr/plaid_marsha_midi_skirt
/data/RTR/images/bottom/JSK15.jpg,http://www.renttherunway.com/shop/designers/jonathan_simkhai/gingham_knit_trumpet_skirt
/data/RTR/images/bottom/PLL62.jpg,http://www.renttherunway.com/shop/designers/31_phillip_lim/pink_high_waisted_structured_shorts
/data/RTR/images/bottom/CEL32.jpg,http://www.renttherunway.com/shop/designers/currentelliott/the_high_waist_stiletto_jeans
/data/RTR/images/bottom/PSWL14.jpg,http://www.renttherunway.com/shop/designers/proenza_schouler_white_label/white_denim_culottes
/data/RTR/images/bottom/OMR12.jpg,http://www.renttherunway.com/shop/designers/of_mercer/black_envelope_skirt
/data/RTR/images/bottom/DL192.jpg,http://www.renttherunway.com/shop/designers/derek_lam_10_crosby/red_floral_wrap_skirt
/data/RTR/images/bottom/PR71.jpg,http://www.renttherunway.com/shop/designers/proenza_schouler/pink_layered_midi_skirt
/data/RTR/images/bottom/NK125.jpg,http://www.renttherunway.com/shop/designers/nha_khanh/faux_leather_demi_skirt
/data/RTR/images/bottom/FTW21.jpg,http://www.renttherunway.com/shop/designers/fifteen_twenty/black_midi_skirt
/data/RTR/images/bottom/EJ209.jpg,http://www.renttherunway.com/shop/designers/elizabeth_and_james/noble_pleated_pants
/data/RTR/images/bottom/SB65.jpg,http://www.renttherunway.com/shop/designers/see_by_chloe/floral_ribbons_on_crinkled_viscose_skirt_in_multicolor_red_print
/data/RTR/images/bottom/SND3.jpg,http://www.renttherunway.com/shop/designers/snider/franz_faux_leather_gaucho_pants
/data/RTR/images/bottom/US14.jpg,http://www.renttherunway.com/shop/designers/universal_standard/danube_velvet_skirt
/data/RTR/images/bottom/BL23.jpg,http://www.renttherunway.com/shop/designers/bailey_44/blush_tulle_skirt
/data/RTR/images/bottom/ML261.jpg,http://www.renttherunway.com/shop/designers/milly/check_joggers
/data/RTR/images/bottom/HA245.jpg,http://www.renttherunway.com/shop/designers/halston_heritage/silver_sequin_mini_skirt
/data/RTR/images/bottom/MRR16.jpg,http://www.renttherunway.com/shop/designers/moon_river/elastic_waist_shorts
/data/RTR/images/bottom/TXO12.jpg,http://www.renttherunway.com/shop/designers/3x1/3x1_x_jason_wu_w4_jeans
/data/RTR/images/bottom/LET27.jpg,http://www.renttherunway.com/shop/designers/leota/lane_pencil_skirt
/data/RTR/images/bottom/GOJ12.jpg,http://www.renttherunway.com/shop/designers/goen_j/faux_leather_culotte_pants
/data/RTR/images/bottom/AMR66.jpg,http://www.renttherunway.com/shop/designers/amur/mica_skirt
/data/RTR/images/bottom/CLUB28.jpg,http://www.renttherunway.com/shop/designers/club_monaco/remi_pants
/data/RTR/images/bottom/BL83.jpg,http://www.renttherunway.com/shop/designers/bailey_44/black_skinny_ankle_pants_with_eyelet
/data/RTR/images/bottom/TYB139.jpg,http://www.renttherunway.com/shop/designers/tory_burch/linen_button_front_skirt
/data/RTR/images/bottom/NO32.jpg,http://www.renttherunway.com/shop/designers/no_21/two_tone_side_stripe_pants
/data/RTR/images/bottom/LET4.jpg,http://www.renttherunway.com/shop/designers/leota/black_printed_culotte
/data/RTR/images/bottom/TH135.jpg,http://www.renttherunway.com/shop/designers/theory/classic_tailored_trousers
/data/RTR/images/bottom/IAI25.jpg,http://www.renttherunway.com/shop/designers/ingrid__isabel/faux_leather_maternity_leggings
/data/RTR/images/bottom/COH27.jpg,http://www.renttherunway.com/shop/designers/citizens_of_humanity/olivia_exposed_fly_high_rise_slim_ankle_jeans
/data/RTR/images/bottom/OS44.jpg,http://www.renttherunway.com/shop/designers/osman/front_leg_zip_denim_culotte
/data/RTR/images/bottom/DVF200.jpg,http://www.renttherunway.com/shop/designers/diane_von_furstenberg/pink_green_floral_maxi_skirt
/data/RTR/images/bottom/WIS31.jpg,http://www.renttherunway.com/shop/designers/wish/harlow_skirt
/data/RTR/images/bottom/AMO10.jpg,http://www.renttherunway.com/shop/designers/amo/green_paperbag_pants
/data/RTR/images/bottom/OTS1.jpg,http://www.renttherunway.com/shop/designers/one_teaspoon/white_beauty_bandits_high_waisted_denim_shorts
/data/RTR/images/bottom/TH131.jpg,http://www.renttherunway.com/shop/designers/theory/lavender_straight_cuff_pants
/data/RTR/images/bottom/KP90.jpg,http://www.renttherunway.com/shop/designers/keepsake/lilac_changes_pants
/data/RTR/images/bottom/PGE4.jpg,http://www.renttherunway.com/shop/designers/paige/amber_hoxton_slim_jeans
/data/RTR/images/bottom/NM283.jpg,http://www.renttherunway.com/shop/designers/nicole_miller/black_and_white_pleated_skirt
/data/RTR/images/bottom/EQ104.jpg,http://www.renttherunway.com/shop/designers/equipment/bergen_pants
/data/RTR/images/bottom/COH6.jpg,http://www.renttherunway.com/shop/designers/citizens_of_humanity/white_fray_jean
/data/RTR/images/bottom/RB11.jpg,http://www.renttherunway.com/shop/designers/rag__bone/plaid_simone_pant
/data/RTR/images/bottom/RT185.jpg,http://www.renttherunway.com/shop/designers/rebecca_taylor/ruffled_vegan_leather_skirt
/data/RTR/images/bottom/ALC75.jpg,http://www.renttherunway.com/shop/designers/alc/lev_skirt
/data/RTR/images/bottom/SLN33.jpg,http://www.renttherunway.com/shop/designers/solace_london/blackwhiteblue_colorblock_stripe_midi_anais_skirt
/data/RTR/images/bottom/COH2.jpg,http://www.renttherunway.com/shop/designers/citizens_of_humanity/maternity_illusion_rocket_cropped_jean__side_stripe__over_belly_band
/data/RTR/images/bottom/VLS7.jpg,http://www.renttherunway.com/shop/designers/vilshenko/black_hypnotic_poppy_embroiered_trouser
/data/RTR/images/bottom/DL82.jpg,http://www.renttherunway.com/shop/designers/10_crosby_derek_lam/midnight_navy_aline_cotton_twill_assymetrical_skirt
/data/RTR/images/bottom/SB37.jpg,http://www.renttherunway.com/shop/designers/see_by_chloe/striped_straight_trouser
